Date,Open,High,Low,Close,Adj Close,Volume
2018-05-01,17.950001,18.250000,17.850000,18.049999,17.374390,9300
2018-05-02,18.150000,18.400000,17.950001,18.400000,17.711290,21200
2018-05-03,18.250000,18.500000,18.190001,18.350000,17.663162,10100
2018-05-04,18.440001,18.650000,18.299999,18.549999,17.855679,2800
2018-05-07,18.750000,19.250000,18.700001,18.910000,18.202200,17100
2018-05-08,19.000000,19.000000,18.850000,19.000000,18.288834,11100
2018-05-09,18.950001,19.250000,18.850000,19.200001,18.481346,33600
2018-05-10,19.200001,19.500000,19.100000,19.350000,18.625734,18700
2018-05-11,19.150000,19.450001,19.150000,19.450001,18.721989,5300
2018-05-14,19.450001,19.700001,19.400000,19.600000,18.866379,26300
2018-05-15,19.549999,19.549999,18.950001,19.500000,18.770121,12600
2018-05-16,19.400000,19.750000,19.330000,19.549999,18.818243,15300
2018-05-17,19.000000,19.900000,19.000000,19.549999,18.818243,16100
2018-05-18,19.639999,19.750000,19.549999,19.650000,18.914501,10400
2018-05-21,19.740000,19.740000,19.150000,19.500000,18.770121,4200
2018-05-22,19.350000,19.350000,18.250000,19.350000,18.625734,35600
2018-05-23,19.150000,19.799999,19.150000,19.700001,18.962635,17000
2018-05-24,19.799999,19.900000,19.650000,19.850000,19.107019,17900
2018-05-25,19.440001,19.879999,19.440001,19.750000,19.010761,4900
2018-05-29,19.799999,19.799999,19.350000,19.600000,18.866379,4200
2018-05-30,19.650000,19.650000,19.250000,19.299999,18.577604,6700
2018-05-31,19.250000,19.250000,18.790001,18.900000,18.192575,6400
2018-06-01,18.900000,19.400000,18.799999,19.150000,18.433216,18900
2018-06-04,19.150000,19.150000,18.100000,18.250000,17.566904,8400
2018-06-05,18.500000,18.500000,17.500000,17.650000,16.989363,77400
2018-06-06,17.549999,18.350000,17.549999,18.150000,17.470652,9200
2018-06-07,18.299999,18.650000,18.100000,18.389999,17.701664,25500
2018-06-08,18.200001,18.500000,18.100000,18.150000,17.470652,18100
2018-06-11,18.000000,18.150000,18.000000,18.150000,17.470652,87700
2018-06-12,18.150000,18.150000,18.000000,18.100000,17.422520,39200
2018-06-13,18.250000,19.480000,18.250000,19.200001,18.481346,46000
2018-06-14,18.700001,20.000000,18.700001,19.799999,19.128626,28700
2018-06-15,19.900000,19.950001,18.650000,18.950001,18.307449,73000
2018-06-18,18.950001,19.200001,18.350000,18.799999,18.162537,35300
2018-06-19,18.700001,19.299999,17.670000,18.250000,17.631187,15900
2018-06-20,18.299999,19.200001,18.299999,18.750000,18.114231,8500
2018-06-21,18.750000,18.799999,18.629999,18.799999,18.162537,8300
2018-06-22,18.709999,19.000000,18.700001,19.000000,18.355759,22200
2018-06-25,18.900000,18.900000,18.350000,18.900000,18.259146,12900
2018-06-26,18.850000,18.950001,18.650000,18.750000,18.114231,6400
2018-06-27,18.850000,19.100000,18.750000,18.900000,18.259146,20300
2018-06-28,18.799999,18.879999,18.750000,18.799999,18.162537,8200
2018-06-29,18.850000,18.850000,18.799999,18.850000,18.210844,19100
2018-07-02,18.799999,19.299999,18.549999,18.750000,18.114231,12200
2018-07-03,18.799999,19.350000,18.600000,19.100000,18.452364,12600
2018-07-05,18.650000,19.200001,18.600000,18.950001,18.307449,51700
2018-07-06,18.900000,19.190001,18.900000,19.000000,18.355759,6500
